Sample Number,Name,Depth From,Depth To,X,Y,Z,Length,Al2O3,Fe,Fe (raw + gaussian),final lithology,final lithology-sel[Rich ore],final lithology-sel[Poor ore],Indicator rich ore,Mn,P,SiO2
1960,Line#153,0,15,2100.00,300.00,719.50,15,1.61,65.10,-0.67,Rich ore,1,0,1.00,0.04,0.17,0.70
1961,Line#153,15,30,2100.00,300.00,704.50,15,1.40,66.47,-0.12,Rich ore,1,0,1.00,0.40,0.04,0.61
1962,Line#153,30,47.28,2100.00,300.00,688.36,17.28,2.80,62.69,-1.22,Rich ore,1,0,1.00,2.34,0.04,0.59
1963,Line#153,47.28,66.4,2100.00,300.00,670.16,19.12,,,,Poor ore,0,1,0.00,,,
1964,Line#153,66.4,69.68,2100.00,300.00,658.96,3.28,,,,Rich ore,1,0,1.00,,,
1965,Line#153,69.68,84.68,2100.00,300.00,649.82,15,,,,Poor ore,0,1,0.00,,,
1966,Line#153,84.68,101.57,2100.00,300.00,633.88,16.89,,,,Poor ore,0,1,0.00,,,
1967,Line#154,0,15,1700.00,1870.00,741.60,15,0.91,66.81,0.07,Rich ore,1,0,1.00,0.06,0.12,0.90
1968,Line#154,15,35.86,1700.00,1870.00,723.67,20.86,0.76,67.65,0.63,Rich ore,1,0,1.00,0.22,0.08,0.87
1969,Line#154,35.86,36.45,1700.00,1870.00,712.95,0.59,,,,,0,0,,,,
1970,Line#154,36.45,45.14,1700.00,1870.00,708.31,8.69,3.09,60.37,-1.58,Rich ore,1,0,1.00,3.25,0.06,1.16
1971,Line#154,45.14,45.82,1700.00,1870.00,703.62,0.68,,,,,0,0,,,,
1972,Line#154,45.82,47.87,1700.00,1870.00,702.26,2.05,,,,Rich ore,1,0,1.00,,,
1973,Line#154,47.87,62.87,1700.00,1870.00,693.73,15,,,,Poor ore,0,1,0.00,,,
1974,Line#154,62.87,77.87,1700.00,1870.00,678.73,15,,,,Poor ore,0,1,0.00,,,
1975,Line#154,77.87,90.43,1700.00,1870.00,664.95,12.56,,,,Poor ore,0,1,0.00,,,
1976,Line#155,0,15,1100.00,1570.00,651.45,15,,,,Poor ore,0,1,0.00,,,
1977,Line#155,15,30,1100.00,1570.00,636.45,15,,,,Poor ore,0,1,0.00,,,
1978,Line#155,30,45,1100.00,1570.00,621.45,15,,,,Poor ore,0,1,0.00,,,
1979,Line#155,45,60,1100.00,1570.00,606.45,15,,,,Poor ore,0,1,0.00,,,
1980,Line#155,60,75,1100.00,1570.00,591.45,15,,,,Poor ore,0,1,0.00,,,
1981,Line#155,75,90,1100.00,1570.00,576.45,15,,,,Poor ore,0,1,0.00,,,
1982,Line#155,90,105,1100.00,1570.00,561.45,15,,,,Poor ore,0,1,0.00,,,
1983,Line#155,105,120,1100.00,1570.00,546.45,15,,,,Poor ore,0,1,0.00,,,
1984,Line#155,120,136.05,1100.00,1570.00,530.93,16.05,,,,Poor ore,0,1,0.00,,,
1985,Line#155,136.05,151.05,1100.00,1570.00,515.40,15,1.26,61.49,-1.42,Rich ore,1,0,1.00,1.02,0.01,4.51
1986,Line#155,151.05,170.8,1100.00,1570.00,498.03,19.75,0.72,61.68,-1.41,Rich ore,1,0,1.00,1.37,0.02,6.06
1987,Line#155,170.8,174,1100.00,1570.00,486.55,3.2,,,,Poor ore,0,1,0.00,,,
1988,Line#155,174,178.65,1100.00,1570.00,482.63,4.65,,,,Rich ore,1,0,1.00,,,
1989,Line#155,178.65,179.95,1100.00,1570.00,479.65,1.3,,,,,0,0,,,,
1990,Line#155,179.95,193.05,1100.00,1570.00,472.45,13.1,0.57,60.00,-1.60,Rich ore,1,0,1.00,2.28,0.01,6.38
1991,Line#156,0,15,1000.00,2070.00,691.20,15,1.11,64.84,-0.76,Rich ore,1,0,1.00,0.05,0.20,0.73
1992,Line#156,15,30,1000.00,2070.00,676.20,15,1.10,65.60,-0.49,Rich ore,1,0,1.00,0.04,0.14,0.69
1993,Line#156,30,45,1000.00,2070.00,661.20,15,0.45,67.21,0.30,Rich ore,1,0,1.00,0.06,0.04,0.96
1994,Line#156,45,53,1000.00,2070.00,649.70,8,0.70,66.32,-0.19,Rich ore,1,0,1.00,0.38,0.07,0.95
1995,Line#156,53,53.95,1000.00,2070.00,645.23,0.95,,,,Poor ore,0,1,0.00,,,
1996,Line#156,53.95,75.44,1000.00,2070.00,634.01,21.49,0.42,66.46,-0.14,Rich ore,1,0,1.00,0.94,0.03,1.14
1997,Line#156,75.44,76.24,1000.00,2070.00,622.86,0.8,,,,,0,0,,,,
1998,Line#156,76.24,91.12,1000.00,2070.00,615.02,14.88,0.64,58.83,-1.79,Rich ore,1,0,1.00,7.05,0.05,1.06
1999,Line#156,91.12,106.12,1000.00,2070.00,600.08,15,,,,Poor ore,0,1,0.00,,,
2000,Line#156,106.12,121.12,1000.00,2070.00,585.08,15,,,,Poor ore,0,1,0.00,,,
2001,Line#156,121.12,139.13,1000.00,2070.00,568.58,18.01,,,,Poor ore,0,1,0.00,,,
2002,Line#157,0,15,650.00,0.00,684.50,15,19.15,43.88,,Poor ore,0,1,0.00,0.13,0.37,1.50
2003,Line#157,15,30.25,650.00,0.00,669.38,15.25,21.72,39.91,,Poor ore,0,1,0.00,0.29,0.22,1.16
2004,Line#157,30.25,51.2,650.00,0.00,651.27,20.95,1.90,65.99,-0.31,Rich ore,1,0,1.00,0.19,0.02,1.60
2005,Line#158,0,11.95,320.00,0.00,679.02,11.95,2.14,64.51,,Poor ore,0,1,0.00,0.10,0.15,0.75
2006,Line#158,11.95,26.95,320.00,0.00,665.55,15,0.83,66.99,0.17,Rich ore,1,0,1.00,0.14,0.03,1.13
2007,Line#158,26.95,41.95,320.00,0.00,650.55,15,0.93,67.54,0.55,Rich ore,1,0,1.00,0.10,0.01,0.82
2008,Line#158,41.95,56.95,320.00,0.00,635.55,15,1.46,66.39,-0.17,Rich ore,1,0,1.00,0.26,0.01,1.16
2009,Line#158,56.95,74.57,320.00,0.00,619.24,17.62,1.31,65.88,-0.36,Rich ore,1,0,1.00,0.61,0.01,1.03
2010,Line#159,0,14.92,270.00,0.00,679.14,14.92,2.82,63.51,,Poor ore,0,1,0.00,0.06,0.18,0.92
2011,Line#159,14.92,29.92,270.00,0.00,664.18,15,0.72,66.76,0.03,Rich ore,1,0,1.00,0.10,0.02,1.44
2012,Line#159,29.92,44.92,270.00,0.00,649.18,15,0.65,67.44,0.48,Rich ore,1,0,1.00,0.14,0.01,1.27
2013,Line#159,44.92,59.92,270.00,0.00,634.18,15,0.92,66.60,-0.04,Rich ore,1,0,1.00,0.45,0.01,0.95
2014,Line#159,59.92,71.07,270.00,0.00,621.11,11.15,1.46,64.19,-0.95,Rich ore,1,0,1.00,0.73,0.02,1.06
2015,Line#160,0,15,300.00,100.00,656.50,15,1.60,64.52,-0.88,Rich ore,1,0,1.00,0.07,0.25,0.80
2016,Line#160,15,30,300.00,100.00,641.50,15,1.23,66.17,-0.25,Rich ore,1,0,1.00,0.06,0.14,0.96
2017,Line#160,30,40.45,300.00,100.00,628.77,10.45,0.81,67.04,0.20,Rich ore,1,0,1.00,0.06,0.04,1.02
2018,Line#161,0,15,550.00,60.00,670.90,15,2.18,64.60,-0.85,Rich ore,1,0,1.00,0.06,0.11,1.19
2019,Line#161,15,30,550.00,60.00,655.90,15,0.65,67.11,0.24,Rich ore,1,0,1.00,0.07,0.02,1.70
2020,Line#161,30,50.14,550.00,60.00,638.33,20.14,0.60,67.26,0.35,Rich ore,1,0,1.00,0.08,0.03,1.01
2021,Line#162,0,15,1705.30,1170.00,668.40,15,,,,Rich ore,1,0,1.00,,,
2022,Line#162,15,37.0524,1718.40,1170.00,655.30,22.0524,,,,Rich ore,1,0,1.00,,,
2023,Line#162,37.0524,42.4264,1728.10,1170.00,645.60,5.37401,,,,,0,0,,,,
2024,Line#162,42.4264,60.7546,1736.48,1170.00,637.22,18.3282,,,,Rich ore,1,0,1.00,,,
2025,Line#162,60.7546,69.056,1745.90,1170.00,627.80,8.30143,,,,Poor ore,0,1,0.00,,,
2026,Line#163,0,15,1805.30,800.00,664.70,15,,,,Rich ore,1,0,1.00,,,
2027,Line#163,15,30,1815.91,800.00,654.09,15,,,,Rich ore,1,0,1.00,,,
2028,Line#163,30,45,1826.52,800.00,643.48,15,,,,Rich ore,1,0,1.00,,,
2029,Line#163,45,60,1837.12,800.00,632.88,15,,,,Rich ore,1,0,1.00,,,
2030,Line#163,60,75,1847.73,800.00,622.27,15,,,,Rich ore,1,0,1.00,,,
2031,Line#163,75,90,1858.34,800.00,611.66,15,,,,Rich ore,1,0,1.00,,,
2032,Line#163,90,98.203,1866.54,800.00,603.46,8.20299,,,,Rich ore,1,0,1.00,,,
2033,Line#163,98.203,104.949,1871.82,800.00,598.18,6.7458,,,,,0,0,,,,
2034,Line#163,104.949,119.949,1879.51,800.00,590.49,15,,,,Rich ore,1,0,1.00,,,
2035,Line#163,119.949,134.949,1890.12,800.00,579.88,15,,,,Rich ore,1,0,1.00,,,
2036,Line#163,134.949,144.745,1898.89,800.00,571.11,9.79597,,,,Rich ore,1,0,1.00,,,
2037,Line#164,0,15,1855.30,970.00,666.40,15,,,,Rich ore,1,0,1.00,,,
2038,Line#164,15,30,1865.91,970.00,655.79,15,1.13,63.23,-1.12,Rich ore,1,0,1.00,4.72,0.04,0.63
2039,Line#164,30,45,1876.52,970.00,645.18,15,1.18,60.43,-1.57,Rich ore,1,0,1.00,7.43,0.04,0.61
2040,Line#164,45,66.5529,1889.44,970.00,632.26,21.5529,,,,Rich ore,1,0,1.00,,,
2041,Line#165,0,15,1705.30,970.00,651.40,15,,,,,0,0,,,,
2042,Line#165,15,30,1715.91,970.00,640.79,15,,,,,0,0,,,,
2043,Line#165,30,45,1726.52,970.00,630.18,15,,,,,0,0,,,,
2044,Line#165,45,60,1737.12,970.00,619.58,15,,,,,0,0,,,,
2045,Line#165,60,75,1747.73,970.00,608.97,15,,,,,0,0,,,,
2046,Line#165,75,84.8387,1756.51,970.00,600.19,9.83867,,,,,0,0,,,,
2047,Line#165,84.8387,99.8387,1765.29,970.00,591.41,15,,,,Rich ore,1,0,1.00,,,
2048,Line#165,99.8387,114.839,1775.90,970.00,580.80,15,0.67,67.34,0.40,Rich ore,1,0,1.00,0.21,0.02,0.70
2049,Line#165,114.839,127.053,1785.52,970.00,571.18,12.2143,1.66,66.72,0.00,Rich ore,1,0,1.00,0.15,0.02,0.65
2050,Line#165,127.053,127.265,1789.91,970.00,566.79,0.212132,,,,Poor ore,0,1,0.00,,,
2051,Line#165,127.265,131.098,1791.34,970.00,565.36,3.83252,,,,Rich ore,1,0,1.00,,,
2052,Line#165,131.098,140.05,1795.86,970.00,560.84,8.95197,,,,Poor ore,0,1,0.00,,,
2053,Line#166,0,15,1805.30,900.00,650.70,15,,,,,0,0,,,,
2054,Line#166,15,23.9002,1813.75,900.00,642.25,8.90021,,,,,0,0,,,,
2055,Line#166,23.9002,25.9508,1817.63,900.00,638.37,2.05061,,,,Rich ore,1,0,1.00,,,
2056,Line#166,25.9508,31.1551,1820.19,900.00,635.81,5.20431,,,,,0,0,,,,
2057,Line#166,31.1551,34.1957,1823.10,900.00,632.90,3.04056,,,,Rich ore,1,0,1.00,,,
2058,Line#166,34.1957,36.6988,1825.06,900.00,630.94,2.50316,,,,,0,0,,,,
2059,Line#166,36.6988,47.8428,1829.89,900.00,626.11,11.144,0.99,64.91,-0.74,Rich ore,1,0,1.00,3.44,0.01,0.72
2060,Line#166,47.8428,61.6031,1838.70,900.00,617.30,13.7603,,,,,0,0,,,,
2061,Line#166,61.6031,62.5507,1843.90,900.00,612.10,0.947523,,,,Rich ore,1,0,1.00,,,
2062,Line#166,62.5507,63.8517,1844.69,900.00,611.31,1.30108,,,,,0,0,,,,
2063,Line#166,63.8517,78.8517,1850.45,900.00,605.55,15,1.44,67.11,0.24,Rich ore,1,0,1.00,0.25,0.02,0.59
2064,Line#166,78.8517,91.6552,1860.28,900.00,595.72,12.8034,1.81,66.15,-0.27,Rich ore,1,0,1.00,0.23,0.03,0.71
2065,Line#166,91.6552,96.9019,1866.67,900.00,589.33,5.24673,,,,,0,0,,,,
2066,Line#167,0,15,1745.30,1570.00,717.40,15,,,,Rich ore,1,0,1.00,,,
2067,Line#167,15,29.55,1755.75,1570.00,706.95,14.55,0.45,68.76,2.13,Rich ore,1,0,1.00,0.04,0.03,0.35
2068,Line#167,29.55,37.9999,1763.89,1570.00,698.82,8.44993,0.63,68.56,,,0,0,,0.17,0.02,0.40
2069,Line#167,37.9999,55.9039,1773.21,1570.00,689.51,17.9039,0.53,66.24,-0.23,Rich ore,1,0,1.00,2.94,0.02,0.37
2070,Line#167,55.9039,71.2057,1784.95,1570.00,677.77,15.3018,,,,,0,0,,,,
2071,Line#167,71.2057,77.2444,1792.50,1570.00,670.23,6.03869,,,,Poor ore,0,1,0.00,,,
2072,Line#168,0,15,1753.76,953.76,651.21,15,,,,Rich ore,1,0,1.00,,,
2073,Line#168,15,37.4679,1763.16,963.16,638.01,22.4679,1.59,66.53,-0.08,Rich ore,1,0,1.00,0.18,0.02,0.36
2074,Line#168,37.4679,42.2679,1770.00,970.00,628.41,4.80006,,,,,0,0,,,,
2075,Line#168,42.2679,42.9473,1771.38,971.38,626.47,0.679412,,,,Rich ore,1,0,1.00,,,
2076,Line#168,42.9473,44.0006,1771.81,971.81,625.86,1.05328,,,,,0,0,,,,
2077,Line#168,44.0006,49.1233,1773.36,973.36,623.69,5.12268,,,,Rich ore,1,0,1.00,,,
2078,Line#168,49.1233,52.6128,1775.52,975.52,620.65,3.4895,,,,,0,0,,,,
2079,Line#168,52.6128,55.9546,1777.23,977.23,618.25,3.34183,,,,Rich ore,1,0,1.00,,,
2080,Line#168,55.9546,70.9546,1781.83,981.83,611.78,15,,,,,0,0,,,,
2081,Line#168,70.9546,85.9546,1789.36,989.36,601.21,15,,,,,0,0,,,,
2082,Line#168,85.9546,102.738,1797.33,997.33,590.01,16.7836,,,,,0,0,,,,
2083,Line#169,0,15,1873.62,3578.31,643.96,15,3.90,60.79,-1.54,Rich ore,1,0,1.00,0.03,0.15,0.48
2084,Line#169,15,30,1873.62,3578.31,628.96,15,1.21,65.86,-0.38,Rich ore,1,0,1.00,0.36,0.08,0.47
2085,Line#169,30,45,1873.62,3578.31,613.96,15,0.43,65.14,-0.64,Rich ore,1,0,1.00,0.28,0.02,0.94
2086,Line#169,45,60,1873.62,3578.31,598.96,15,0.95,64.77,-0.79,Rich ore,1,0,1.00,1.50,0.02,0.94
2087,Line#169,60,75,1873.62,3578.31,583.96,15,0.68,65.44,-0.52,Rich ore,1,0,1.00,1.34,0.02,0.90
2088,Line#169,75,91,1873.62,3578.31,568.46,16,1.56,63.88,-1.03,Rich ore,1,0,1.00,1.43,0.03,1.51
2089,Line#169,91,96.7,1873.62,3578.31,557.61,5.7,,,,Poor ore,0,1,0.00,,,
2090,Line#169,96.7,111.7,1873.62,3578.31,547.26,15,0.75,64.99,-0.73,Rich ore,1,0,1.00,0.00,0.01,1.35
2091,Line#169,111.7,126.7,1873.62,3578.31,532.26,15,1.40,62.95,-1.18,Rich ore,1,0,1.00,1.25,0.03,1.20
2092,Line#169,126.7,146.46,1873.62,3578.31,514.88,19.76,0.64,65.27,-0.59,Rich ore,1,0,1.00,0.27,0.01,2.34
2093,Line#169,146.46,151.1,1873.62,3578.31,502.68,4.64,,,,Poor ore,0,1,0.00,,,
2094,Line#170,0,15,1500.00,3570.00,627.02,15,2.43,63.17,-1.15,Rich ore,1,0,1.00,0.38,0.08,0.44
2095,Line#170,15,30,1500.00,3570.00,612.02,15,3.01,63.58,-1.07,Rich ore,1,0,1.00,0.06,0.09,0.46
2096,Line#170,30,45,1500.00,3570.00,597.02,15,1.92,61.94,-1.34,Rich ore,1,0,1.00,4.70,0.05,0.55
2097,Line#170,45,60,1500.00,3570.00,582.02,15,0.68,66.71,0.00,Rich ore,1,0,1.00,0.01,0.02,0.77
2098,Line#170,60,75,1500.00,3570.00,567.02,15,0.40,66.62,-0.03,Rich ore,1,0,1.00,0.01,0.03,1.06
2099,Line#170,75,90,1500.00,3570.00,552.02,15,0.30,67.12,0.24,Rich ore,1,0,1.00,0.00,0.00,1.15
2100,Line#170,90,105,1500.00,3570.00,537.02,15,0.57,65.41,-0.54,Rich ore,1,0,1.00,0.08,0.02,1.61
2101,Line#170,105,122.9,1500.00,3570.00,520.57,17.9,1.00,64.66,-0.84,Rich ore,1,0,1.00,0.29,0.02,2.53
2102,Line#170,122.9,137.9,1500.00,3570.00,504.12,15,,,,Poor ore,0,1,0.00,,,
2103,Line#170,137.9,152.9,1500.00,3570.00,489.12,15,,,,Poor ore,0,1,0.00,,,
2104,Line#170,152.9,167.9,1500.00,3570.00,474.12,15,,,,Poor ore,0,1,0.00,,,
2105,Line#170,167.9,178.17,1500.00,3570.00,461.49,10.27,,,,Poor ore,0,1,0.00,,,
2106,Line#171,0,7.85,1760.00,3740.00,571.63,7.85,,,,,0,0,,,,
2107,Line#171,7.85,10.55,1760.00,3740.00,566.35,2.7,,,,Rich ore,1,0,1.00,,,
2108,Line#171,10.55,25.55,1760.00,3740.00,557.50,15,,,,Poor ore,0,1,0.00,,,
2109,Line#171,25.55,34.9,1760.00,3740.00,545.32,9.35,,,,Poor ore,0,1,0.00,,,
2110,Line#172,0,15,2150.00,3570.00,656.45,15,17.99,37.29,,Poor ore,0,1,0.00,0.86,0.20,0.52
2111,Line#172,15,28.75,2150.00,3570.00,642.08,13.75,19.15,32.89,,Poor ore,0,1,0.00,6.45,0.20,0.67
2112,Line#172,28.75,30.15,2150.00,3570.00,634.50,1.4,,,,Rich ore,1,0,1.00,,,
2113,Line#172,30.15,45.15,2150.00,3570.00,626.30,15,19.43,32.12,,Poor ore,0,1,0.00,3.04,0.18,1.02
2114,Line#172,45.15,60.15,2150.00,3570.00,611.30,15,,,,Poor ore,0,1,0.00,,,
2115,Line#172,60.15,75.15,2150.00,3570.00,596.30,15,,,,Poor ore,0,1,0.00,,,
2116,Line#172,75.15,90.15,2150.00,3570.00,581.30,15,,,,Poor ore,0,1,0.00,,,
2117,Line#172,90.15,105.15,2150.00,3570.00,566.30,15,,,,Poor ore,0,1,0.00,,,
2118,Line#172,105.15,120.5,2150.00,3570.00,551.13,15.35,,,,Poor ore,0,1,0.00,,,
2119,Line#173,0,14.55,1600.00,3370.00,656.01,14.55,2.35,63.56,-1.07,Rich ore,1,0,1.00,0.03,0.06,0.51
2120,Line#173,14.55,29.55,1600.00,3370.00,641.24,15,14.81,44.99,,Poor ore,0,1,0.00,0.05,0.18,0.57
2121,Line#173,29.55,38.5,1600.00,3370.00,629.26,8.95,21.56,33.82,,Poor ore,0,1,0.00,0.01,0.13,0.80
2122,Line#173,38.5,59.3,1600.00,3370.00,614.39,20.8,,,,,0,0,,,,
2123,Line#173,59.3,64.35,1600.00,3370.00,601.46,5.05,,,,Rich ore,1,0,1.00,,,
2124,Line#173,64.35,79.35,1600.00,3370.00,591.44,15,,,,Poor ore,0,1,0.00,,,
2125,Line#173,79.35,94.35,1600.00,3370.00,576.44,15,,,,Poor ore,0,1,0.00,,,
2126,Line#173,94.35,109.35,1600.00,3370.00,561.44,15,,,,Poor ore,0,1,0.00,,,
2127,Line#173,109.35,123.45,1600.00,3370.00,546.89,14.1,,,,Poor ore,0,1,0.00,,,
2128,Line#174,0,15,1300.00,3570.00,583.45,15,12.91,45.39,,Poor ore,0,1,0.00,1.62,0.06,0.57
2129,Line#174,15,31,1300.00,3570.00,567.95,16,15.22,34.15,,Poor ore,0,1,0.00,0.03,0.04,0.69
2130,Line#174,31,46,1300.00,3570.00,552.45,15,3.22,62.01,-1.34,Rich ore,1,0,1.00,0.31,0.05,1.01
2131,Line#174,46,61,1300.00,3570.00,537.45,15,2.48,61.67,-1.42,Rich ore,1,0,1.00,1.69,0.05,1.25
2132,Line#174,61,76,1300.00,3570.00,522.45,15,1.64,59.52,-1.68,Rich ore,1,0,1.00,2.48,0.07,4.33
2133,Line#174,76,85.95,1300.00,3570.00,509.98,9.95,0.83,59.23,-1.70,Rich ore,1,0,1.00,1.04,0.06,6.45
2134,Line#174,85.95,100.95,1300.00,3570.00,497.50,15,0.93,48.56,,Poor ore,0,1,0.00,0.36,0.01,24.58
2135,Line#174,100.95,116.16,1300.00,3570.00,482.40,15.21,,,,Poor ore,0,1,0.00,,,
2136,Line#174,116.16,135.95,1300.00,3570.00,464.90,19.79,1.36,54.30,-2.20,Rich ore,1,0,1.00,1.42,0.03,12.82
2137,Line#174,135.95,153.75,1300.00,3570.00,446.10,17.8,,,,Poor ore,0,1,0.00,,,
2138,Line#175,0,5,1730.00,3578.00,570.70,5,,,,Rich ore,1,0,1.00,,,
2139,Line#175,5,20,1730.00,3578.00,560.70,15,18.52,33.34,,Poor ore,0,1,0.00,1.34,0.07,1.44
2140,Line#175,20,35,1730.00,3578.00,545.70,15,,,,Poor ore,0,1,0.00,,,
2141,Line#175,35,50,1730.00,3578.00,530.70,15,,,,Poor ore,0,1,0.00,,,
2142,Line#175,50,64.7,1730.00,3578.00,515.85,14.7,,,,Poor ore,0,1,0.00,,,
2143,Line#175,64.7,79.7,1730.00,3578.00,501.00,15,1.34,62.19,-1.30,Rich ore,1,0,1.00,0.91,0.01,3.73
2144,Line#175,79.7,94.7,1730.00,3578.00,486.00,15,1.07,62.41,-1.27,Rich ore,1,0,1.00,1.29,0.01,3.52
2145,Line#175,94.7,103.2,1730.00,3578.00,474.25,8.5,0.82,59.88,-1.61,Rich ore,1,0,1.00,2.71,0.01,5.30
2146,Line#175,103.2,109.8,1730.00,3578.00,466.70,6.6,,,,Poor ore,0,1,0.00,,,
2147,Line#176,0,15,2000.00,3370.00,682.26,15,0.93,66.84,0.09,Rich ore,1,0,1.00,0.00,0.11,0.53
2148,Line#176,15,28.67,2000.00,3370.00,667.92,13.67,0.76,67.78,0.75,Rich ore,1,0,1.00,0.36,0.02,0.62
2149,Line#176,28.67,31.1,2000.00,3370.00,659.88,2.43,,,,Poor ore,0,1,0.00,,,
2150,Line#176,31.1,46.1,2000.00,3370.00,651.16,15,0.47,68.27,1.33,Rich ore,1,0,1.00,0.09,0.01,0.82
2151,Line#176,46.1,61.1,2000.00,3370.00,636.16,15,0.76,67.20,0.29,Rich ore,1,0,1.00,0.00,0.02,1.37
2152,Line#176,61.1,77.3,2000.00,3370.00,620.56,16.2,0.41,65.68,-0.45,Rich ore,1,0,1.00,0.00,0.00,4.44
2153,Line#176,77.3,87.85,2000.00,3370.00,607.19,10.55,,,,Poor ore,0,1,0.00,,,
2154,Line#176,87.85,102.1,2000.00,3370.00,594.79,14.25,0.57,66.39,-0.17,Rich ore,1,0,1.00,0.00,0.00,3.48
2155,Line#176,102.1,108.55,2000.00,3370.00,584.44,6.45,,,,Poor ore,0,1,0.00,,,
2156,Line#177,0,15,2181.00,3770.00,625.65,15,4.14,62.12,-1.31,Rich ore,1,0,1.00,0.71,0.05,0.62
2157,Line#177,15,30,2181.00,3770.00,610.65,15,0.93,67.00,0.17,Rich ore,1,0,1.00,0.36,0.04,0.91
2158,Line#177,30,47.29,2181.00,3770.00,594.50,17.29,1.05,67.38,0.42,Rich ore,1,0,1.00,0.09,0.03,0.91
2159,Line#177,47.29,48.95,2181.00,3770.00,585.03,1.66,,,,Poor ore,0,1,0.00,,,
2160,Line#177,48.95,51.75,2181.00,3770.00,582.80,2.8,,,,Rich ore,1,0,1.00,,,
2161,Line#177,51.75,66.75,2181.00,3770.00,573.90,15,,,,Poor ore,0,1,0.00,,,
2162,Line#177,66.75,81.75,2181.00,3770.00,558.90,15,,,,Poor ore,0,1,0.00,,,
2163,Line#177,81.75,96.75,2181.00,3770.00,543.90,15,,,,Poor ore,0,1,0.00,,,
2164,Line#177,96.75,111.75,2181.00,3770.00,528.90,15,,,,Poor ore,0,1,0.00,,,
2165,Line#177,111.75,126.75,2181.00,3770.00,513.90,15,,,,Poor ore,0,1,0.00,,,
2166,Line#177,126.75,141.75,2181.00,3770.00,498.90,15,,,,Poor ore,0,1,0.00,,,
2167,Line#177,141.75,156.75,2181.00,3770.00,483.90,15,,,,Poor ore,0,1,0.00,,,
2168,Line#177,156.75,168.1,2181.00,3770.00,470.72,11.35,,,,Poor ore,0,1,0.00,,,
2169,Line#178,0,15,1200.00,3770.00,582.04,15,6.56,41.63,,Poor ore,0,1,0.00,5.15,0.06,14.04
2170,Line#178,15,30,1200.00,3770.00,567.04,15,,,,Poor ore,0,1,0.00,,,
2171,Line#178,30,45,1200.00,3770.00,552.04,15,,,,Poor ore,0,1,0.00,,,
2172,Line#178,45,60,1200.00,3770.00,537.04,15,,,,Poor ore,0,1,0.00,,,
2173,Line#178,60,75,1200.00,3770.00,522.04,15,,,,Poor ore,0,1,0.00,,,
2174,Line#178,75,90,1200.00,3770.00,507.04,15,,,,Poor ore,0,1,0.00,,,
2175,Line#178,90,105,1200.00,3770.00,492.04,15,,,,Poor ore,0,1,0.00,,,
2176,Line#178,105,120,1200.00,3770.00,477.04,15,,,,Poor ore,0,1,0.00,,,
2177,Line#178,120,140.5,1200.00,3770.00,459.29,20.5,,,,Poor ore,0,1,0.00,,,
2178,Line#179,0,7.6,1879.00,3740.00,578.80,7.6,3.43,62.19,,,0,0,,0.56,0.11,1.30
2179,Line#179,7.6,15,1879.00,3740.00,571.30,7.4,,,,Rich ore,1,0,1.00,,,
2180,Line#179,15,27.6,1879.00,3740.00,561.30,12.6,,,,Poor ore,0,1,0.00,,,
2181,Line#179,27.6,32.6,1879.00,3740.00,552.50,5,,,,Rich ore,1,0,1.00,,,
2182,Line#179,32.6,37.6,1879.00,3740.00,547.50,5,,,,Poor ore,0,1,0.00,,,
2183,Line#179,37.6,52.6,1879.00,3740.00,537.50,15,5.48,61.15,-1.49,Rich ore,1,0,1.00,0.61,0.04,0.96
2184,Line#179,52.6,67.6,1879.00,3740.00,522.50,15,0.84,62.47,-1.26,Rich ore,1,0,1.00,3.55,0.03,0.91
2185,Line#179,67.6,82.6,1879.00,3740.00,507.50,15,0.69,55.79,-1.98,Rich ore,1,0,1.00,11.65,0.02,1.31
2186,Line#179,82.6,92.55,1879.00,3740.00,495.03,9.95,0.52,63.99,-1.00,Rich ore,1,0,1.00,0.15,0.00,5.03
2187,Line#179,92.55,96.5,1879.00,3740.00,488.08,3.95,,,,Poor ore,0,1,0.00,,,
2188,Line#180,0,17.8,1600.00,3734.00,565.60,17.8,,,,,0,0,,,,
2189,Line#180,17.8,37.93,1600.00,3734.00,546.63,20.13,1.27,61.80,-1.38,Rich ore,1,0,1.00,2.39,0.03,3.09
2190,Line#180,37.93,50.85,1600.00,3734.00,530.11,12.92,,,,Poor ore,0,1,0.00,,,
2191,Line#181,0,8.25,1650.00,3170.00,675.60,8.25,3.31,60.75,,Poor ore,0,1,0.00,0.00,0.19,0.66
2192,Line#181,8.25,23.25,1650.00,3170.00,663.97,15,1.19,66.99,0.16,Rich ore,1,0,1.00,0.12,0.02,0.74
2193,Line#181,23.25,43.28,1650.00,3170.00,646.46,20.03,1.78,66.46,-0.14,Rich ore,1,0,1.00,0.06,0.01,0.70
2194,Line#181,43.28,58.28,1650.00,3170.00,628.94,15,,,,Poor ore,0,1,0.00,,,
2195,Line#181,58.28,73.28,1650.00,3170.00,613.94,15,,,,Poor ore,0,1,0.00,,,
2196,Line#181,73.28,93.55,1650.00,3170.00,596.31,20.27,,,,Poor ore,0,1,0.00,,,
2197,Line#182,0,1.64,2146.00,2970.00,695.82,1.64,,,,Poor ore,0,1,0.00,,,
2198,Line#182,1.64,19.59,2146.00,2970.00,686.02,17.95,1.21,65.14,-0.64,Rich ore,1,0,1.00,0.00,0.20,0.61
